Company,Services company,Product based,Fintech,Big Bank,Foreign companies,Edtech,A.I.,Marketplace
https://www.linkedin.com/company/blubirch,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/bodhiai,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://linkedin.com/company/bombay-play,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/book-keeper-app,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/brahmai,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/brainpan-innvoations-private-limited,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/buildsupply,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/bulbultv,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/buildzar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/butterfly-edufields-ltd.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/bytexl,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/c&s-electric-ltd-,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/c3-ai/about,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://linkedin.com/company/campus-diaries,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/capacloud-trading-solutions-pvt-ltd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/capermint-technologies-pvt-ltd,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/capital-quant-solutions-pvt-ltd,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/card91/about,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/care-fi/,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/careeranna,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/caredose,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/careerpotli2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/carpl-ai/,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/caroobi/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
